token,n,logprob_0
equalize,5,-13.442738751892087
halfway,32,-11.586440761526461
tit,36,-11.468657725870077
korea,267,-9.464928005925938
felon,23,-11.916682448397038
feeble,17,-12.218963320269971
marcus,38,-11.414590504599802
ks,20,-12.056444390772196
jossi,50,-11.140153658898042
rawats,19,-12.107737685159748
discourage,260,-9.49149503331066
ambiguous,179,-9.864790858485433
guru,205,-9.72916668518778
maharaj,10,-12.749591571332141
ji,35,-11.496828602836773
saviour,17,-12.218963320269971
epo,10,-12.749591571332141
rawat,57,-11.009125396491637
stock,173,-9.898885069828408
snake,80,-10.670150029652305
kafkaesque,7,-13.106266515270875
spokesperson,24,-11.874122833978241
alcoholic,30,-11.650979282664032
friday,159,-9.983272462105957
rioting,9,-12.854952086989968
reprehensible,11,-12.654281391527817
islamism,16,-12.279587942086406
abu,71,-10.789496787284872
ghraib,6,-13.260417195098132
outrage,32,-11.586440761526461
gruesome,9,-12.854952086989968
despicable,25,-11.833300839457987
hapless,7,-13.106266515270875
iraqis,18,-12.161804906430023
infact,66,-10.862521922299761
americanism,33,-11.555669102859706
founder,329,-9.256118913560815
bushs,34,-11.525816139710026
florida,192,-9.794681292298407
mouthpiece,9,-12.854952086989968
cia,245,-9.55091845378146
tawker,14,-12.41311933471093
islamophobia,45,-11.245514174555868
ga,915,-8.233252599050665
por,31,-11.618189459841041
cuban,76,-10.721443324039857
healthcare,50,-11.140153658898042
gibby,8,-12.972735122646352
ahmadinejad,45,-11.245514174555868
thak,7,-13.106266515270875
che,52,-11.10093294574476
traditionally,57,-11.009125396491637
anarcho,50,-11.140153658898042
greedy,15,-12.344126463223978
capitalism,84,-10.621359865482875
perverted,14,-12.41311933471093
tt,30,-11.650979282664032
wikiadmins,3,-13.953564375658077
resistance,165,-9.946231190425607
larry,109,-10.360828782097043
niven,8,-12.972735122646352
ramones,41,-11.33860459762188
concert,141,-10.10341677394802
jennifer,59,-10.974639220420467
trs,6,-13.260417195098132
commemorate,20,-12.056444390772196
gacy,5,-13.442738751892087
meanie,7,-13.106266515270875
celebration,67,-10.847484044935221
22nd,29,-11.684880834339713
draconian,17,-12.218963320269971
supershadow,1,-15.052176664326188
lucas,67,-10.847484044935221
season,975,-8.16973919332834
sequel,58,-10.991733653779768
shadow,120,-10.264684921544141
mickey,25,-11.833300839457987
siheung,1,-15.052176664326188
si,95,-10.498299772725646
dong,34,-11.525816139710026
seoul,21,-12.007654226602764
gist,37,-11.441258751681962
magic,156,-10.00232065707665
distinct,218,-9.6676816015371
canderra,3,-13.953564375658077
guevara,23,-11.916682448397038
immediatly,14,-12.41311933471093
sun,344,-9.211535006952788
frontpage,8,-12.972735122646352
sycophant,3,-13.953564375658077
generalize,68,-10.83266895915008
jkelly,6,-13.260417195098132
census,353,-9.185708607392892
wonderful,199,-9.758871839601696
usertalk,29,-11.684880834339713
woohoo,8,-12.972735122646352
woo,26,-11.794080126304705
hoo,15,-12.344126463223978
8b,13,-12.48722730686465
vm,16,-12.279587942086406
ottawa,46,-11.223535267837093
derange,10,-12.749591571332141
roast,22,-11.961134210967872
kodak,11,-12.654281391527817
clutch,18,-12.161804906430023
sweet,147,-10.06174407754745
encarta,23,-11.916682448397038
rotten,48,-11.180975653418297
bruno,38,-11.414590504599802
ukdoctor,3,-13.953564375658077
ruben,8,-12.972735122646352
cage,55,-11.044843479093716
trump,86,-10.597829368072679
recite,23,-11.916682448397038
parrot,31,-11.618189459841041
antagonistic,25,-11.833300839457987
consume,42,-11.314507046042818
compile,147,-10.06174407754745
exercize,6,-13.260417195098132
rootless,5,-13.442738751892087
promptly,79,-10.682728811859166
incite,50,-11.140153658898042
torah,43,-11.290976548632624
martyr,57,-11.009125396491637
sodomy,7,-13.106266515270875
tanakh,32,-11.586440761526461
messiah,51,-11.120351031601862
yeshua,6,-13.260417195098132
heretic,18,-12.161804906430023
leviticus,7,-13.106266515270875
trample,7,-13.106266515270875
relevance,282,-9.410269593388074
possiblity,7,-13.106266515270875
sha,6,-13.260417195098132
latinize,11,-12.654281391527817
botanical,27,-11.756339798321859
madam,23,-11.916682448397038
gutless,3,-13.953564375658077
forcefully,18,-12.161804906430023
cur,89,-10.563540294594048
tastycakes,1,-15.052176664326188
conspire,23,-11.916682448397038
objectionable,60,-10.957832102104087
infinitely,17,-12.218963320269971
priviledges,4,-13.665882303206297
harmless,42,-11.314507046042818
endow,18,-12.161804906430023
herrgoebbles,1,-15.052176664326188
intellect,21,-12.007654226602764
shine,71,-10.789496787284872
showcase,32,-11.586440761526461
marksweep,3,-13.953564375658077
embrace,72,-10.775510545310132
engagement,56,-11.026824973591038
alas,82,-10.645457417061934
immune,48,-11.180975653418297
naked,73,-10.761717223177797
rectum,10,-12.749591571332141
pygmy,15,-12.344126463223978
nob,5,-13.442738751892087
snoop,13,-12.48722730686465
relisted,31,-11.618189459841041
executive,197,-9.768972935588199
diary,61,-10.941302800152876
doggy,2,-14.359029483766243
tour,359,-9.168854275837909
appearence,17,-12.218963320269971
sink,87,-10.586268545671604
nothin,8,-12.972735122646352
hiphop,23,-11.916682448397038
necro,1,-15.052176664326188
def,35,-11.496828602836773
rapper,73,-10.761717223177797
rhyme,43,-11.290976548632624
soft,102,-10.427203851041916
sauce,29,-11.684880834339713
indie,56,-11.026824973591038
hustler,5,-13.442738751892087
dahlia,2,-14.359029483766243
tal,15,-12.344126463223978
elevator,38,-11.414590504599802
ima,8,-12.972735122646352
astray,8,-12.972735122646352
closer,298,-9.355083177820783
dealings,36,-11.468657725870077
jurist,13,-12.48722730686465
adapt,84,-10.621359865482875
dominant,90,-10.552366993995923
eagleton,6,-13.260417195098132
carrie,20,-12.056444390772196
underwood,23,-11.916682448397038
constant,298,-9.355083177820783
roam,17,-12.218963320269971
oink,2,-14.359029483766243
manifesto,29,-11.684880834339713
sheer,61,-10.941302800152876
lifer,4,-13.665882303206297
steward,34,-11.525816139710026
nervous,38,-11.414590504599802
herd,32,-11.586440761526461
nitpicking,22,-11.961134210967872
conceited,7,-13.106266515270875
commandment,71,-10.789496787284872
karen,31,-11.618189459841041
nussle,2,-14.359029483766243
patrol,206,-9.724300495536607
asinine,19,-12.107737685159748
sticker,24,-11.874122833978241
tho,71,-10.789496787284872
wilt,13,-12.48722730686465
rue,10,-12.749591571332141
geez,16,-12.279587942086406
cigarette,49,-11.160356366215561
dsl,9,-12.854952086989968
ci,59,-10.974639220420467
od,45,-11.245514174555868
polski,5,-13.442738751892087
indiscriminately,14,-12.41311933471093
cunnilingus,6,-13.260417195098132
falsly,10,-12.749591571332141
motivate,45,-11.245514174555868
nescio,18,-12.161804906430023
wanton,16,-12.279587942086406
dictatorship,75,-10.734688550789876
augusto,14,-12.41311933471093
pinochet,17,-12.218963320269971
argentina,99,-10.457056814191597
proceso,6,-13.260417195098132
reorganizaci,5,-13.442738751892087
nacional,9,-12.854952086989968
misrepresentation,109,-10.360828782097043
detrimental,42,-11.314507046042818
regretfully,53,-11.081884750774066
winston,31,-11.618189459841041
genuine,227,-9.627226646844784
vinnycee,5,-13.442738751892087
vinny,6,-13.260417195098132
cee,9,-12.854952086989968
nescios,8,-12.972735122646352
np,28,-11.719972154150984
hostage,38,-11.414590504599802
hen,19,-12.107737685159748
dmorpheus,5,-13.442738751892087
czech,145,-10.075442921905614
galicia,11,-12.654281391527817
ukrainian,226,-9.631641665053902
knight,173,-9.898885069828408
copywright,5,-13.442738751892087
nuclear,247,-9.54278832769821
treason,30,-11.650979282664032
spock,6,-13.260417195098132
mongolia,41,-11.33860459762188
mongol,77,-10.708371242472504
manchu,19,-12.107737685159748
invasion,216,-9.676898256642023
chauvinistic,12,-12.567270014538186
mongolian,40,-11.36329721021225
sunrise,41,-11.33860459762188
alway,4,-13.665882303206297
southern,391,-9.083469104340821
outer,47,-11.202029062616129
listening,133,-10.161827536104434
latinus,4,-13.665882303206297
bane,13,-12.48722730686465
homey,4,-13.665882303206297
este,8,-12.972735122646352
se,322,-9.27762511878178
le,169,-9.922277949403114
bien,19,-12.107737685159748
whois,65,-10.87778939443055
buenos,14,-12.41311933471093
aires,11,-12.654281391527817
misbehavior,15,-12.344126463223978
vsmith,9,-12.854952086989968
fukcing,1,-15.052176664326188
ada,14,-12.41311933471093
hom,18,-12.161804906430023
moran,23,-11.916682448397038
bl,47,-11.202029062616129
fetus,29,-11.684880834339713
horrific,17,-12.218963320269971
joseph,241,-9.567379730835533
zen,29,-11.684880834339713
spy,75,-10.734688550789876
ud,25,-11.833300839457987
stetson,6,-13.260417195098132
susan,69,-10.818070159728927
haley,15,-12.344126463223978
evry,3,-13.953564375658077
727,6,-13.260417195098132
heb,5,-13.442738751892087
saddle,43,-11.290976548632624
abbey,44,-11.267987030407927
curly,24,-11.874122833978241
feat,43,-11.290976548632624
highlight,281,-9.41382199499244
paw,14,-12.41311933471093
sergeant,16,-12.279587942086406
snopake,5,-13.442738751892087
26th,27,-11.756339798321859
febuary,8,-12.972735122646352
salafis,5,-13.442738751892087
salafi,10,-12.749591571332141
ibn,76,-10.721443324039857
grader,15,-12.344126463223978
hawk,66,-10.862521922299761
groundbreaking,8,-12.972735122646352
oral,69,-10.818070159728927
fellatio,6,-13.260417195098132
nerdy,6,-13.260417195098132
repair,126,-10.21589475737471
depiction,73,-10.761717223177797
unnatural,10,-12.749591571332141
mary,252,-9.522747576814764
militant,93,-10.519577171172932
embitter,6,-13.260417195098132
doubly,20,-12.056444390772196
brutality,21,-12.007654226602764
furniture,20,-12.056444390772196
havnt,21,-12.007654226602764
vamp,6,-13.260417195098132
mgs4,4,-13.665882303206297
withdraw,255,-9.51091311916776
untrue,189,-9.810429649266545
contaminated,6,-13.260417195098132
debase,12,-12.567270014538186
transcend,10,-12.749591571332141
drivel,24,-11.874122833978241
uncited,143,-10.08933203406628
yamla,22,-11.961134210967872
whos,26,-11.794080126304705
fuking,1,-15.052176664326188
automated,164,-9.952310236501988
lobby,115,-10.307244535962937
ninjas,10,-12.749591571332141
crock,6,-13.260417195098132
robert,399,-9.063215247436323
district,535,-8.76990991743018
upa,19,-12.107737685159748
condominium,11,-12.654281391527817
nosey,3,-13.953564375658077
jeffrey,49,-11.160356366215561
wah,8,-12.972735122646352
lick,11,-12.654281391527817
kosovo,239,-9.575713112394677
hmmmm,18,-12.161804906430023
foreigner,52,-11.10093294574476
serbs,190,-9.805152592165701
pompous,28,-11.719972154150984
concur,120,-10.264684921544141
egocentric,2,-14.359029483766243
noun,181,-9.853679633060361
worried,130,-10.184642213870605
potential,521,-8.79642662257282
complication,21,-12.007654226602764
avi,20,-12.056444390772196
bourgeoisie,5,-13.442738751892087
arabism,3,-13.953564375658077
salam,26,-11.794080126304705
uploading,799,-8.368815718559913
teaching,300,-9.348394189669987
hail,47,-11.202029062616129
tunnel,70,-10.803681422276828
infrastructure,68,-10.83266895915008
checkpoint,4,-13.665882303206297
refugee,96,-10.487828472858352
cynically,8,-12.972735122646352
wikistalking,51,-11.120351031601862
telephone,100,-10.447006478338096
uninvited,4,-13.665882303206297
pathetically,6,-13.260417195098132
insecure,18,-12.161804906430023
gmaxwell,6,-13.260417195098132
brittanica,21,-12.007654226602764
physically,91,-10.541317157809338
stomp,20,-12.056444390772196
circular,95,-10.498299772725646
blanket,67,-10.847484044935221
depravity,2,-14.359029483766243
ness,36,-11.468657725870077
democratic,341,-9.22029418704267
butch,9,-12.854952086989968
trophy,52,-11.10093294574476
pagan,68,-10.83266895915008
joshbuddy,6,-13.260417195098132
federalist,16,-12.279587942086406
labour,139,-10.117702731195497
lopsided,11,-12.654281391527817
greasy,6,-13.260417195098132
corn,34,-11.525816139710026
claude,15,-12.344126463223978
eichmann,7,-13.106266515270875
municipal,48,-11.180975653418297
whatnot,20,-12.056444390772196
ppvs,6,-13.260417195098132
flap,26,-11.794080126304705
mariah,48,-11.180975653418297
carey,51,-11.120351031601862
whitney,24,-11.874122833978241
houston,75,-10.734688550789876
del,122,-10.24815561959293
rio,50,-11.140153658898042
candle,23,-11.916682448397038
monica,28,-11.719972154150984
brandy,15,-12.344126463223978
eminem,39,-11.38861501819654
usher,22,-11.961134210967872
lil,49,-11.160356366215561
jon,87,-10.586268545671604
ludacris,9,-12.854952086989968
toni,7,-13.106266515270875
puff,33,-11.555669102859706
evans,79,-10.682728811859166
olivia,9,-12.854952086989968
newton,101,-10.437056147484927
nelly,15,-12.344126463223978
rowland,10,-12.749591571332141
kanye,18,-12.161804906430023
jamie,46,-11.223535267837093
digger,8,-12.972735122646352
betty,30,-11.650979282664032
davis,170,-9.916378227275926
diana,36,-11.468657725870077
ross,100,-10.447006478338096
lionel,18,-12.161804906430023
richie,35,-11.496828602836773
beyonc,15,-12.344126463223978
mario,158,-9.98958163129922
kris,7,-13.106266515270875
janet,43,-11.290976548632624
bone,140,-10.110534241716882
harmony,54,-11.063192617761914
crossroad,16,-12.279587942086406
beyonce,26,-11.794080126304705
joan,34,-11.525816139710026
mccartney,22,-11.961134210967872
stevie,12,-12.567270014538186
ebony,9,-12.854952086989968
billie,11,-12.654281391527817
bryan,59,-10.974639220420467
snow,129,-10.192364259964515
bow,89,-10.563540294594048
tlc,13,-12.48722730686465
waterfall,26,-11.794080126304705
ciara,11,-12.654281391527817
pablo,32,-11.586440761526461
goody,17,-12.218963320269971
blondie,6,-13.260417195098132
kenny,39,-11.38861501819654
rogers,49,-11.160356366215561
survivor,99,-10.457056814191597
irene,14,-12.41311933471093
cara,10,-12.749591571332141
knee,71,-10.789496787284872
ace,80,-10.670150029652305
celine,8,-12.972735122646352
dion,9,-12.854952086989968
mase,6,-13.260417195098132
alicia,10,-12.749591571332141
lennon,42,-11.314507046042818
prince,306,-9.328591562373807
dove,20,-12.056444390772196
abdul,45,-11.245514174555868
vanessa,14,-12.41311933471093
loaf,13,-12.48722730686465
ricky,38,-11.414590504599802
vida,3,-13.953564375658077
hahahahahahahaha,4,-13.665882303206297
cruel,55,-11.044843479093716
barbara,50,-11.140153658898042
bigotry,52,-11.10093294574476
systematic,80,-10.670150029652305
tweet,41,-11.33860459762188
desysopped,17,-12.218963320269971
petition,124,-10.23189509872115
wayward,8,-12.972735122646352
crust,11,-12.654281391527817
playa,5,-13.442738751892087
shoulda,7,-13.106266515270875
gator,8,-12.972735122646352
theyre,9,-12.854952086989968
sts,7,-13.106266515270875
arcticle,6,-13.260417195098132
soccer,146,-10.068570042617852
manager,206,-9.724300495536607
beckham,21,-12.007654226602764
football,746,-8.437451064122426
academically,31,-11.618189459841041
wayne,68,-10.83266895915008
rooney,12,-12.567270014538186
pitch,107,-10.379347829864281
shanes,3,-13.953564375658077
fucka,1,-15.052176664326188
benon,7,-13.106266515270875
sidaway,13,-12.48722730686465
dbachmann,15,-12.344126463223978
deprave,5,-13.442738751892087
infancy,9,-12.854952086989968
puberty,7,-13.106266515270875
salacious,6,-13.260417195098132
problematical,9,-12.854952086989968
judith,20,-12.056444390772196
semantic,45,-11.245514174555868
disqualification,10,-12.749591571332141
flam,3,-13.953564375658077
whatlinkshere,11,-12.654281391527817
fuckwad,1,-15.052176664326188
goon,17,-12.218963320269971
intrude,12,-12.567270014538186
mildly,33,-11.555669102859706
sonofabitch,1,-15.052176664326188
niggas,1,-15.052176664326188
homie,8,-12.972735122646352
jimbos,38,-11.414590504599802
berry,58,-10.991733653779768
webmaster,44,-11.267987030407927
profil,16,-12.279587942086406
kurt,53,-11.081884750774066
eichenwald,10,-12.749591571332141
berrys,4,-13.665882303206297
dissent,69,-10.818070159728927
scratch,119,-10.273053171214658
medias,16,-12.279587942086406
screenshots,64,-10.893293580966516
television,440,-8.96540193741388
plethora,27,-11.756339798321859
rancid,2,-14.359029483766243
endeavor,64,-10.893293580966516
prostitute,55,-11.044843479093716
justins,6,-13.260417195098132
vaporize,5,-13.442738751892087
annotation,22,-11.961134210967872
messy,68,-10.83266895915008
comply,322,-9.27762511878178
arrogantly,13,-12.48722730686465
stir,45,-11.245514174555868
persistently,61,-10.941302800152876
spray,20,-12.056444390772196
graffito,46,-11.223535267837093
subway,52,-11.10093294574476
diplomat,34,-11.525816139710026
hotel,143,-10.08933203406628
feast,34,-11.525816139710026
reel,22,-11.961134210967872
capricious,14,-12.41311933471093
